company_id,sector,previous_year,current_year,previous_pattern,current_pattern,change_description
HAVELLS,Industrials,2014.0,2015,Self-Funded Reinvestor,Deleverager,HAVELLS changed from Self-Funded Reinvestor to Deleverager
HAVELLS,Industrials,2016.0,2017,Deleverager,Self-Funded Reinvestor,HAVELLS changed from Deleverager to Self-Funded Reinvestor
HAVELLS,Industrials,2017.0,2018,Self-Funded Reinvestor,Deleverager,HAVELLS changed from Self-Funded Reinvestor to Deleverager
HAVELLS,Industrials,2020.0,2021,Deleverager,Externally Funded Expansion,HAVELLS changed from Deleverager to Externally Funded Expansion
HAVELLS,Industrials,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,HAVELLS changed from Externally Funded Expansion to Self-Funded Reinvestor
HAVELLS,Industrials,2022.0,2023,Self-Funded Reinvestor,Deleverager,HAVELLS changed from Self-Funded Reinvestor to Deleverager
HAVELLS,Industrials,2023.0,2024,Deleverager,Self-Funded Reinvestor,HAVELLS changed from Deleverager to Self-Funded Reinvestor
HCLTECH,Information Technology,2013.0,2014,Self-Funded Reinvestor,Deleverager,HCLTECH changed from Self-Funded Reinvestor to Deleverager
HCLTECH,Information Technology,2015.0,2016,Deleverager,Self-Funded Reinvestor,HCLTECH changed from Deleverager to Self-Funded Reinvestor
HCLTECH,Information Technology,2016.0,2017,Self-Funded Reinvestor,Deleverager,HCLTECH changed from Self-Funded Reinvestor to Deleverager
HCLTECH,Information Technology,2018.0,2019,Deleverager,Self-Funded Reinvestor,HCLTECH changed from Deleverager to Self-Funded Reinvestor
HCLTECH,Information Technology,2020.0,2021,Self-Funded Reinvestor,Deleverager,HCLTECH changed from Self-Funded Reinvestor to Deleverager
HCLTECH,Information Technology,2023.0,2024,Deleverager,Self-Funded Reinvestor,HCLTECH changed from Deleverager to Self-Funded Reinvestor
HDFCBANK,Financials,2013.0,2014,Distress Signal,Externally Funded Expansion,HDFCBANK changed from Distress Signal to Externally Funded Expansion
HDFCBANK,Financials,2014.0,2015,Externally Funded Expansion,Distress Signal,HDFCBANK changed from Externally Funded Expansion to Distress Signal
HDFCBANK,Financials,2016.0,2017,Distress Signal,Self-Funded Reinvestor,HDFCBANK changed from Distress Signal to Self-Funded Reinvestor
HDFCBANK,Financials,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,HDFCBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
HDFCBANK,Financials,2018.0,2019,Externally Funded Expansion,Distress Signal,HDFCBANK changed from Externally Funded Expansion to Distress Signal
HDFCBANK,Financials,2020.0,2021,Distress Signal,Self-Funded Reinvestor,HDFCBANK changed from Distress Signal to Self-Funded Reinvestor
HDFCBANK,Financials,2021.0,2022,Self-Funded Reinvestor,Distress Signal,HDFCBANK changed from Self-Funded Reinvestor to Distress Signal
HDFCBANK,Financials,2022.0,2023,Distress Signal,Externally Funded Expansion,HDFCBANK changed from Distress Signal to Externally Funded Expansion
HDFCBANK,Financials,2023.0,2024,Externally Funded Expansion,Cash Distributor,HDFCBANK changed from Externally Funded Expansion to Cash Distributor
HDFCLIFE,Financials,2014.0,2015,Insufficient Data,Self-Funded Reinvestor,HDFCLIFE changed from Insufficient Data to Self-Funded Reinvestor
HDFCLIFE,Financials,2019.0,2020,Self-Funded Reinvestor,Externally Funded Expansion,HDFCLIFE changed from Self-Funded Reinvestor to Externally Funded Expansion
HDFCLIFE,Financials,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,HDFCLIFE changed from Externally Funded Expansion to Self-Funded Reinvestor
HDFCLIFE,Financials,2022.0,2023,Self-Funded Reinvestor,Externally Funded Expansion,HDFCLIFE changed from Self-Funded Reinvestor to Externally Funded Expansion
HDFCLIFE,Financials,2023.0,2024,Externally Funded Expansion,Self-Funded Reinvestor,HDFCLIFE changed from Externally Funded Expansion to Self-Funded Reinvestor
HEROMOTOCO,Consumer Discretionary,2014.0,2015,Self-Funded Reinvestor,Deleverager,HEROMOTOCO changed from Self-Funded Reinvestor to Deleverager
HEROMOTOCO,Consumer Discretionary,2015.0,2016,Deleverager,Self-Funded Reinvestor,HEROMOTOCO changed from Deleverager to Self-Funded Reinvestor
HEROMOTOCO,Consumer Discretionary,2017.0,2018,Self-Funded Reinvestor,Deleverager,HEROMOTOCO changed from Self-Funded Reinvestor to Deleverager
HEROMOTOCO,Consumer Discretionary,2018.0,2019,Deleverager,Cash Distributor,HEROMOTOCO changed from Deleverager to Cash Distributor
HEROMOTOCO,Consumer Discretionary,2019.0,2020,Cash Distributor,Self-Funded Reinvestor,HEROMOTOCO changed from Cash Distributor to Self-Funded Reinvestor
HEROMOTOCO,Consumer Discretionary,2022.0,2023,Self-Funded Reinvestor,Deleverager,HEROMOTOCO changed from Self-Funded Reinvestor to Deleverager
HEROMOTOCO,Consumer Discretionary,2023.0,2024,Deleverager,Self-Funded Reinvestor,HEROMOTOCO changed from Deleverager to Self-Funded Reinvestor
HINDALCO,Materials,2014.0,2015,Externally Funded Expansion,Self-Funded Reinvestor,HINDALCO changed from Externally Funded Expansion to Self-Funded Reinvestor
HINDALCO,Materials,2015.0,2016,Self-Funded Reinvestor,Deleverager,HINDALCO changed from Self-Funded Reinvestor to Deleverager
HINDALCO,Materials,2018.0,2019,Deleverager,Self-Funded Reinvestor,HINDALCO changed from Deleverager to Self-Funded Reinvestor
HINDALCO,Materials,2019.0,2020,Self-Funded Reinvestor,Externally Funded Expansion,HINDALCO changed from Self-Funded Reinvestor to Externally Funded Expansion
HINDALCO,Materials,2020.0,2021,Externally Funded Expansion,Deleverager,HINDALCO changed from Externally Funded Expansion to Deleverager
HINDALCO,Materials,2023.0,2024,Deleverager,Self-Funded Reinvestor,HINDALCO changed from Deleverager to Self-Funded Reinvestor
HINDUNILVR,Consumer Staples,2013.0,2014,Cash Distributor,Self-Funded Reinvestor,HINDUNILVR changed from Cash Distributor to Self-Funded Reinvestor
HINDUNILVR,Consumer Staples,2014.0,2015,Self-Funded Reinvestor,Deleverager,HINDUNILVR changed from Self-Funded Reinvestor to Deleverager
HINDUNILVR,Consumer Staples,2015.0,2016,Deleverager,Self-Funded Reinvestor,HINDUNILVR changed from Deleverager to Self-Funded Reinvestor
HINDUNILVR,Consumer Staples,2017.0,2018,Self-Funded Reinvestor,Deleverager,HINDUNILVR changed from Self-Funded Reinvestor to Deleverager
HINDUNILVR,Consumer Staples,2018.0,2019,Deleverager,Self-Funded Reinvestor,HINDUNILVR changed from Deleverager to Self-Funded Reinvestor
HINDUNILVR,Consumer Staples,2019.0,2020,Self-Funded Reinvestor,Deleverager,HINDUNILVR changed from Self-Funded Reinvestor to Deleverager
HINDUNILVR,Consumer Staples,2020.0,2021,Deleverager,Self-Funded Reinvestor,HINDUNILVR changed from Deleverager to Self-Funded Reinvestor
ICICIBANK,Financials,2014.0,2015,Externally Funded Expansion,Distress Signal,ICICIBANK changed from Externally Funded Expansion to Distress Signal
ICICIBANK,Financials,2015.0,2016,Distress Signal,Externally Funded Expansion,ICICIBANK changed from Distress Signal to Externally Funded Expansion
ICICIBANK,Financials,2016.0,2017,Externally Funded Expansion,Self-Funded Reinvestor,ICICIBANK changed from Externally Funded Expansion to Self-Funded Reinvestor
ICICIBANK,Financials,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,ICICIBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
ICICIBANK,Financials,2018.0,2019,Externally Funded Expansion,Self-Funded Reinvestor,ICICIBANK changed from Externally Funded Expansion to Self-Funded Reinvestor
ICICIBANK,Financials,2019.0,2020,Self-Funded Reinvestor,Externally Funded Expansion,ICICIBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
ICICIBANK,Financials,2020.0,2021,Externally Funded Expansion,Self-Funded Reinvestor,ICICIBANK changed from Externally Funded Expansion to Self-Funded Reinvestor
ICICIBANK,Financials,2021.0,2022,Self-Funded Reinvestor,Externally Funded Expansion,ICICIBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
ICICIBANK,Financials,2022.0,2023,Externally Funded Expansion,Distress Signal,ICICIBANK changed from Externally Funded Expansion to Distress Signal
ICICIBANK,Financials,2023.0,2024,Distress Signal,Externally Funded Expansion,ICICIBANK changed from Distress Signal to Externally Funded Expansion
ICICIGI,Financials,2014.0,2015,Externally Funded Expansion,Cash Burn,ICICIGI changed from Externally Funded Expansion to Cash Burn
ICICIGI,Financials,2015.0,2016,Cash Burn,Self-Funded Reinvestor,ICICIGI changed from Cash Burn to Self-Funded Reinvestor
ICICIGI,Financials,2016.0,2017,Self-Funded Reinvestor,Externally Funded Expansion,ICICIGI changed from Self-Funded Reinvestor to Externally Funded Expansion
ICICIGI,Financials,2017.0,2018,Externally Funded Expansion,Self-Funded Reinvestor,ICICIGI changed from Externally Funded Expansion to Self-Funded Reinvestor
ICICIGI,Financials,2021.0,2022,Self-Funded Reinvestor,Deleverager,ICICIGI changed from Self-Funded Reinvestor to Deleverager
ICICIPRULI,Financials,2014.0,2015,Cash Burn,Self-Funded Reinvestor,ICICIPRULI changed from Cash Burn to Self-Funded Reinvestor
ICICIPRULI,Financials,2015.0,2016,Self-Funded Reinvestor,Cash Distributor,ICICIPRULI changed from Self-Funded Reinvestor to Cash Distributor
ICICIPRULI,Financials,2016.0,2017,Cash Distributor,Deleverager,ICICIPRULI changed from Cash Distributor to Deleverager
ICICIPRULI,Financials,2017.0,2018,Deleverager,Self-Funded Reinvestor,ICICIPRULI changed from Deleverager to Self-Funded Reinvestor
ICICIPRULI,Financials,2020.0,2021,Self-Funded Reinvestor,Externally Funded Expansion,ICICIPRULI changed from Self-Funded Reinvestor to Externally Funded Expansion
ICICIPRULI,Financials,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,ICICIPRULI changed from Externally Funded Expansion to Self-Funded Reinvestor
ICICIPRULI,Financials,2023.0,2024,Self-Funded Reinvestor,Cash Burn,ICICIPRULI changed from Self-Funded Reinvestor to Cash Burn
INDIGO,Consumer Discretionary,2014.0,2015,Externally Funded Expansion,Deleverager,INDIGO changed from Externally Funded Expansion to Deleverager
INDIGO,Consumer Discretionary,2015.0,2016,Deleverager,Self-Funded Reinvestor,INDIGO changed from Deleverager to Self-Funded Reinvestor
INDIGO,Consumer Discretionary,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,INDIGO changed from Self-Funded Reinvestor to Externally Funded Expansion
INDIGO,Consumer Discretionary,2018.0,2019,Externally Funded Expansion,Self-Funded Reinvestor,INDIGO changed from Externally Funded Expansion to Self-Funded Reinvestor
INDIGO,Consumer Discretionary,2019.0,2020,Self-Funded Reinvestor,Deleverager,INDIGO changed from Self-Funded Reinvestor to Deleverager
INDIGO,Consumer Discretionary,2020.0,2021,Deleverager,Cash Burn,INDIGO changed from Deleverager to Cash Burn
INDIGO,Consumer Discretionary,2021.0,2022,Cash Burn,Cash Distributor,INDIGO changed from Cash Burn to Cash Distributor
INDIGO,Consumer Discretionary,2022.0,2023,Cash Distributor,Self-Funded Reinvestor,INDIGO changed from Cash Distributor to Self-Funded Reinvestor
INDUSINDBK,Financials,2016.0,2017,Distress Signal,Self-Funded Reinvestor,INDUSINDBK changed from Distress Signal to Self-Funded Reinvestor
INDUSINDBK,Financials,2017.0,2018,Self-Funded Reinvestor,Distress Signal,INDUSINDBK changed from Self-Funded Reinvestor to Distress Signal
INDUSINDBK,Financials,2020.0,2021,Distress Signal,Self-Funded Reinvestor,INDUSINDBK changed from Distress Signal to Self-Funded Reinvestor
INDUSINDBK,Financials,2022.0,2023,Self-Funded Reinvestor,Distress Signal,INDUSINDBK changed from Self-Funded Reinvestor to Distress Signal
INDUSINDBK,Financials,2023.0,2024,Distress Signal,Cash Burn,INDUSINDBK changed from Distress Signal to Cash Burn
INFY,Information Technology,2014.0,2015,Self-Funded Reinvestor,Cash Distributor,INFY changed from Self-Funded Reinvestor to Cash Distributor
INFY,Information Technology,2015.0,2016,Cash Distributor,Self-Funded Reinvestor,INFY changed from Cash Distributor to Self-Funded Reinvestor
INFY,Information Technology,2017.0,2018,Self-Funded Reinvestor,Cash Distributor,INFY changed from Self-Funded Reinvestor to Cash Distributor
INFY,Information Technology,2018.0,2019,Cash Distributor,Self-Funded Reinvestor,INFY changed from Cash Distributor to Self-Funded Reinvestor
IOC,Energy,2013.0,2014,Externally Funded Expansion,Self-Funded Reinvestor,IOC changed from Externally Funded Expansion to Self-Funded Reinvestor
IOC,Energy,2014.0,2015,Self-Funded Reinvestor,Deleverager,IOC changed from Self-Funded Reinvestor to Deleverager
IOC,Energy,2016.0,2017,Deleverager,Self-Funded Reinvestor,IOC changed from Deleverager to Self-Funded Reinvestor
IOC,Energy,2018.0,2019,Self-Funded Reinvestor,Externally Funded Expansion,IOC changed from Self-Funded Reinvestor to Externally Funded Expansion
IOC,Energy,2020.0,2021,Externally Funded Expansion,Deleverager,IOC changed from Externally Funded Expansion to Deleverager
IOC,Energy,2021.0,2022,Deleverager,Self-Funded Reinvestor,IOC changed from Deleverager to Self-Funded Reinvestor
IRCTC,Consumer Discretionary,2015.0,2016,Self-Funded Reinvestor,Cash Distributor,IRCTC changed from Self-Funded Reinvestor to Cash Distributor
IRCTC,Consumer Discretionary,2018.0,2019,Cash Distributor,Self-Funded Reinvestor,IRCTC changed from Cash Distributor to Self-Funded Reinvestor
IRCTC,Consumer Discretionary,2019.0,2020,Self-Funded Reinvestor,Cash Distributor,IRCTC changed from Self-Funded Reinvestor to Cash Distributor
IRCTC,Consumer Discretionary,2020.0,2021,Cash Distributor,Self-Funded Reinvestor,IRCTC changed from Cash Distributor to Self-Funded Reinvestor
IRCTC,Consumer Discretionary,2022.0,2023,Self-Funded Reinvestor,Deleverager,IRCTC changed from Self-Funded Reinvestor to Deleverager
IRFC,Financials,2023.0,2024,Distress Signal,Deleverager,IRFC changed from Distress Signal to Deleverager
ITC,Consumer Staples,2015.0,2016,Self-Funded Reinvestor,Deleverager,ITC changed from Self-Funded Reinvestor to Deleverager
ITC,Consumer Staples,2019.0,2020,Deleverager,Self-Funded Reinvestor,ITC changed from Deleverager to Self-Funded Reinvestor
ITC,Consumer Staples,2020.0,2021,Self-Funded Reinvestor,Deleverager,ITC changed from Self-Funded Reinvestor to Deleverager
ITC,Consumer Staples,2022.0,2023,Deleverager,Self-Funded Reinvestor,ITC changed from Deleverager to Self-Funded Reinvestor
ITC,Consumer Staples,2023.0,2024,Self-Funded Reinvestor,Deleverager,ITC changed from Self-Funded Reinvestor to Deleverager
JINDALSTEL,Materials,2015.0,2016,Externally Funded Expansion,Self-Funded Reinvestor,JINDALSTEL changed from Externally Funded Expansion to Self-Funded Reinvestor
JINDALSTEL,Materials,2016.0,2017,Self-Funded Reinvestor,Deleverager,JINDALSTEL changed from Self-Funded Reinvestor to Deleverager
JINDALSTEL,Materials,2023.0,2024,Deleverager,Externally Funded Expansion,JINDALSTEL changed from Deleverager to Externally Funded Expansion
JIOFIN,Financials,2023.0,2024,Self-Funded Reinvestor,Cash Burn,JIOFIN changed from Self-Funded Reinvestor to Cash Burn
JSWENERGY,Energy,2013.0,2014,Self-Funded Reinvestor,Deleverager,JSWENERGY changed from Self-Funded Reinvestor to Deleverager
JSWENERGY,Energy,2015.0,2016,Deleverager,Self-Funded Reinvestor,JSWENERGY changed from Deleverager to Self-Funded Reinvestor
JSWENERGY,Energy,2016.0,2017,Self-Funded Reinvestor,Deleverager,JSWENERGY changed from Self-Funded Reinvestor to Deleverager
JSWENERGY,Energy,2021.0,2022,Deleverager,Self-Funded Reinvestor,JSWENERGY changed from Deleverager to Self-Funded Reinvestor
JSWENERGY,Energy,2022.0,2023,Self-Funded Reinvestor,Externally Funded Expansion,JSWENERGY changed from Self-Funded Reinvestor to Externally Funded Expansion
JSWSTEEL,Materials,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,JSWSTEEL changed from Self-Funded Reinvestor to Externally Funded Expansion
JSWSTEEL,Materials,2014.0,2015,Externally Funded Expansion,Self-Funded Reinvestor,JSWSTEEL changed from Externally Funded Expansion to Self-Funded Reinvestor
JSWSTEEL,Materials,2017.0,2018,Self-Funded Reinvestor,Deleverager,JSWSTEEL changed from Self-Funded Reinvestor to Deleverager
JSWSTEEL,Materials,2018.0,2019,Deleverager,Externally Funded Expansion,JSWSTEEL changed from Deleverager to Externally Funded Expansion
JSWSTEEL,Materials,2020.0,2021,Externally Funded Expansion,Self-Funded Reinvestor,JSWSTEEL changed from Externally Funded Expansion to Self-Funded Reinvestor
KOTAKBANK,Financials,2013.0,2014,Externally Funded Expansion,Self-Funded Reinvestor,KOTAKBANK changed from Externally Funded Expansion to Self-Funded Reinvestor
KOTAKBANK,Financials,2014.0,2015,Self-Funded Reinvestor,Externally Funded Expansion,KOTAKBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
KOTAKBANK,Financials,2017.0,2018,Externally Funded Expansion,Distress Signal,KOTAKBANK changed from Externally Funded Expansion to Distress Signal
KOTAKBANK,Financials,2018.0,2019,Distress Signal,Externally Funded Expansion,KOTAKBANK changed from Distress Signal to Externally Funded Expansion
KOTAKBANK,Financials,2019.0,2020,Externally Funded Expansion,Self-Funded Reinvestor,KOTAKBANK changed from Externally Funded Expansion to Self-Funded Reinvestor
KOTAKBANK,Financials,2021.0,2022,Self-Funded Reinvestor,Externally Funded Expansion,KOTAKBANK changed from Self-Funded Reinvestor to Externally Funded Expansion
KOTAKBANK,Financials,2022.0,2023,Externally Funded Expansion,Distress Signal,KOTAKBANK changed from Externally Funded Expansion to Distress Signal
KOTAKBANK,Financials,2023.0,2024,Distress Signal,Externally Funded Expansion,KOTAKBANK changed from Distress Signal to Externally Funded Expansion
LICI,Financials,2019.0,2020,Cash Distributor,Deleverager,LICI changed from Cash Distributor to Deleverager
LICI,Financials,2021.0,2022,Deleverager,Cash Burn,LICI changed from Deleverager to Cash Burn
LICI,Financials,2022.0,2023,Cash Burn,Deleverager,LICI changed from Cash Burn to Deleverager
LICI,Financials,2023.0,2024,Deleverager,Self-Funded Reinvestor,LICI changed from Deleverager to Self-Funded Reinvestor
LODHA,Real Estate,2016.0,2017,Externally Funded Expansion,Self-Funded Reinvestor,LODHA changed from Externally Funded Expansion to Self-Funded Reinvestor
LODHA,Real Estate,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,LODHA changed from Self-Funded Reinvestor to Externally Funded Expansion
LODHA,Real Estate,2018.0,2019,Externally Funded Expansion,Distress Signal,LODHA changed from Externally Funded Expansion to Distress Signal
LODHA,Real Estate,2019.0,2020,Distress Signal,Deleverager,LODHA changed from Distress Signal to Deleverager
LODHA,Real Estate,2023.0,2024,Deleverager,Externally Funded Expansion,LODHA changed from Deleverager to Externally Funded Expansion
LT,Industrials,2016.0,2017,Distress Signal,Externally Funded Expansion,LT changed from Distress Signal to Externally Funded Expansion
LT,Industrials,2017.0,2018,Externally Funded Expansion,Distress Signal,LT changed from Externally Funded Expansion to Distress Signal
LT,Industrials,2019.0,2020,Distress Signal,Externally Funded Expansion,LT changed from Distress Signal to Externally Funded Expansion
LT,Industrials,2020.0,2021,Externally Funded Expansion,Deleverager,LT changed from Externally Funded Expansion to Deleverager
LT,Industrials,2022.0,2023,Deleverager,Self-Funded Reinvestor,LT changed from Deleverager to Self-Funded Reinvestor
LT,Industrials,2023.0,2024,Self-Funded Reinvestor,Cash Distributor,LT changed from Self-Funded Reinvestor to Cash Distributor
LTIM,Information Technology,2013.0,2014,Self-Funded Reinvestor,Deleverager,LTIM changed from Self-Funded Reinvestor to Deleverager
LTIM,Information Technology,2014.0,2015,Deleverager,Self-Funded Reinvestor,LTIM changed from Deleverager to Self-Funded Reinvestor
LTIM,Information Technology,2015.0,2016,Self-Funded Reinvestor,Deleverager,LTIM changed from Self-Funded Reinvestor to Deleverager
LTIM,Information Technology,2017.0,2018,Deleverager,Self-Funded Reinvestor,LTIM changed from Deleverager to Self-Funded Reinvestor
LTIM,Information Technology,2020.0,2021,Self-Funded Reinvestor,Deleverager,LTIM changed from Self-Funded Reinvestor to Deleverager
LTIM,Information Technology,2022.0,2023,Deleverager,Self-Funded Reinvestor,LTIM changed from Deleverager to Self-Funded Reinvestor
M&M,Consumer Discretionary,2014.0,2015,Distress Signal,Externally Funded Expansion,M&M changed from Distress Signal to Externally Funded Expansion
M&M,Consumer Discretionary,2018.0,2019,Externally Funded Expansion,Distress Signal,M&M changed from Externally Funded Expansion to Distress Signal
M&M,Consumer Discretionary,2020.0,2021,Distress Signal,Externally Funded Expansion,M&M changed from Distress Signal to Externally Funded Expansion
M&M,Consumer Discretionary,2021.0,2022,Externally Funded Expansion,Deleverager,M&M changed from Externally Funded Expansion to Deleverager
M&M,Consumer Discretionary,2022.0,2023,Deleverager,Distress Signal,M&M changed from Deleverager to Distress Signal
MARUTI,Consumer Discretionary,2014.0,2015,Self-Funded Reinvestor,Deleverager,MARUTI changed from Self-Funded Reinvestor to Deleverager
MARUTI,Consumer Discretionary,2016.0,2017,Deleverager,Self-Funded Reinvestor,MARUTI changed from Deleverager to Self-Funded Reinvestor
MARUTI,Consumer Discretionary,2017.0,2018,Self-Funded Reinvestor,Deleverager,MARUTI changed from Self-Funded Reinvestor to Deleverager
MARUTI,Consumer Discretionary,2018.0,2019,Deleverager,Self-Funded Reinvestor,MARUTI changed from Deleverager to Self-Funded Reinvestor
MARUTI,Consumer Discretionary,2021.0,2022,Self-Funded Reinvestor,Deleverager,MARUTI changed from Self-Funded Reinvestor to Deleverager
MARUTI,Consumer Discretionary,2022.0,2023,Deleverager,Self-Funded Reinvestor,MARUTI changed from Deleverager to Self-Funded Reinvestor
MARUTI,Consumer Discretionary,2023.0,2024,Self-Funded Reinvestor,Deleverager,MARUTI changed from Self-Funded Reinvestor to Deleverager
MOTHERSON,Consumer Discretionary,2013.0,2014,Self-Funded Reinvestor,Deleverager,MOTHERSON changed from Self-Funded Reinvestor to Deleverager
MOTHERSON,Consumer Discretionary,2014.0,2015,Deleverager,Externally Funded Expansion,MOTHERSON changed from Deleverager to Externally Funded Expansion
MOTHERSON,Consumer Discretionary,2015.0,2016,Externally Funded Expansion,Self-Funded Reinvestor,MOTHERSON changed from Externally Funded Expansion to Self-Funded Reinvestor
MOTHERSON,Consumer Discretionary,2016.0,2017,Self-Funded Reinvestor,Externally Funded Expansion,MOTHERSON changed from Self-Funded Reinvestor to Externally Funded Expansion
MOTHERSON,Consumer Discretionary,2017.0,2018,Externally Funded Expansion,Self-Funded Reinvestor,MOTHERSON changed from Externally Funded Expansion to Self-Funded Reinvestor
MOTHERSON,Consumer Discretionary,2020.0,2021,Self-Funded Reinvestor,Deleverager,MOTHERSON changed from Self-Funded Reinvestor to Deleverager
MOTHERSON,Consumer Discretionary,2021.0,2022,Deleverager,Self-Funded Reinvestor,MOTHERSON changed from Deleverager to Self-Funded Reinvestor
MOTHERSON,Consumer Discretionary,2022.0,2023,Self-Funded Reinvestor,Deleverager,MOTHERSON changed from Self-Funded Reinvestor to Deleverager
MOTHERSON,Consumer Discretionary,2023.0,2024,Deleverager,Externally Funded Expansion,MOTHERSON changed from Deleverager to Externally Funded Expansion
NAUKRI,Communication Services,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,NAUKRI changed from Self-Funded Reinvestor to Externally Funded Expansion
NAUKRI,Communication Services,2015.0,2016,Externally Funded Expansion,Self-Funded Reinvestor,NAUKRI changed from Externally Funded Expansion to Self-Funded Reinvestor
NAUKRI,Communication Services,2019.0,2020,Self-Funded Reinvestor,Cash Distributor,NAUKRI changed from Self-Funded Reinvestor to Cash Distributor
NAUKRI,Communication Services,2020.0,2021,Cash Distributor,Externally Funded Expansion,NAUKRI changed from Cash Distributor to Externally Funded Expansion
NESTLEIND,Consumer Staples,2013.0,2014,Self-Funded Reinvestor,Deleverager,NESTLEIND changed from Self-Funded Reinvestor to Deleverager
NESTLEIND,Consumer Staples,2015.0,2016,Deleverager,Self-Funded Reinvestor,NESTLEIND changed from Deleverager to Self-Funded Reinvestor
NESTLEIND,Consumer Staples,2018.0,2019,Self-Funded Reinvestor,Cash Distributor,NESTLEIND changed from Self-Funded Reinvestor to Cash Distributor
NESTLEIND,Consumer Staples,2019.0,2020,Cash Distributor,Deleverager,NESTLEIND changed from Cash Distributor to Deleverager
NESTLEIND,Consumer Staples,2020.0,2021,Deleverager,Self-Funded Reinvestor,NESTLEIND changed from Deleverager to Self-Funded Reinvestor
NHPC,Energy,2014.0,2015,Self-Funded Reinvestor,Deleverager,NHPC changed from Self-Funded Reinvestor to Deleverager
NHPC,Energy,2018.0,2019,Deleverager,Self-Funded Reinvestor,NHPC changed from Deleverager to Self-Funded Reinvestor
NHPC,Energy,2019.0,2020,Self-Funded Reinvestor,Externally Funded Expansion,NHPC changed from Self-Funded Reinvestor to Externally Funded Expansion
NHPC,Energy,2020.0,2021,Externally Funded Expansion,Self-Funded Reinvestor,NHPC changed from Externally Funded Expansion to Self-Funded Reinvestor
NTPC,Energy,2013.0,2014,Externally Funded Expansion,Self-Funded Reinvestor,NTPC changed from Externally Funded Expansion to Self-Funded Reinvestor
NTPC,Energy,2015.0,2016,Self-Funded Reinvestor,Deleverager,NTPC changed from Self-Funded Reinvestor to Deleverager
NTPC,Energy,2016.0,2017,Deleverager,Externally Funded Expansion,NTPC changed from Deleverager to Externally Funded Expansion
NTPC,Energy,2020.0,2021,Externally Funded Expansion,Self-Funded Reinvestor,NTPC changed from Externally Funded Expansion to Self-Funded Reinvestor
ONGC,Energy,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,ONGC changed from Self-Funded Reinvestor to Externally Funded Expansion
ONGC,Energy,2014.0,2015,Externally Funded Expansion,Self-Funded Reinvestor,ONGC changed from Externally Funded Expansion to Self-Funded Reinvestor
ONGC,Energy,2015.0,2016,Self-Funded Reinvestor,Deleverager,ONGC changed from Self-Funded Reinvestor to Deleverager
ONGC,Energy,2016.0,2017,Deleverager,Self-Funded Reinvestor,ONGC changed from Deleverager to Self-Funded Reinvestor
ONGC,Energy,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,ONGC changed from Self-Funded Reinvestor to Externally Funded Expansion
ONGC,Energy,2018.0,2019,Externally Funded Expansion,Self-Funded Reinvestor,ONGC changed from Externally Funded Expansion to Self-Funded Reinvestor
ONGC,Energy,2021.0,2022,Self-Funded Reinvestor,Deleverager,ONGC changed from Self-Funded Reinvestor to Deleverager
ONGC,Energy,2022.0,2023,Deleverager,Self-Funded Reinvestor,ONGC changed from Deleverager to Self-Funded Reinvestor
PFC,Financials,2016.0,2017,Distress Signal,Externally Funded Expansion,PFC changed from Distress Signal to Externally Funded Expansion
PFC,Financials,2017.0,2018,Externally Funded Expansion,Distress Signal,PFC changed from Externally Funded Expansion to Distress Signal
PFC,Financials,2021.0,2022,Distress Signal,Self-Funded Reinvestor,PFC changed from Distress Signal to Self-Funded Reinvestor
PFC,Financials,2022.0,2023,Self-Funded Reinvestor,Distress Signal,PFC changed from Self-Funded Reinvestor to Distress Signal
PIDILITIND,Materials,2013.0,2014,Self-Funded Reinvestor,Deleverager,PIDILITIND changed from Self-Funded Reinvestor to Deleverager
PIDILITIND,Materials,2014.0,2015,Deleverager,Self-Funded Reinvestor,PIDILITIND changed from Deleverager to Self-Funded Reinvestor
PIDILITIND,Materials,2016.0,2017,Self-Funded Reinvestor,Externally Funded Expansion,PIDILITIND changed from Self-Funded Reinvestor to Externally Funded Expansion
PIDILITIND,Materials,2017.0,2018,Externally Funded Expansion,Cash Distributor,PIDILITIND changed from Externally Funded Expansion to Cash Distributor
PIDILITIND,Materials,2018.0,2019,Cash Distributor,Deleverager,PIDILITIND changed from Cash Distributor to Deleverager
PIDILITIND,Materials,2019.0,2020,Deleverager,Cash Distributor,PIDILITIND changed from Deleverager to Cash Distributor
