company_id,sector,year,operating_activity,investing_activity,financing_activity,borrowings,capital_allocation_pattern
TECHM,Information Technology,2016,3137.0,-1453.0,-496.0,1091.0,Self-Funded Reinvestor
TECHM,Information Technology,2017,4071.0,-2893.0,-1571.0,1366.0,Self-Funded Reinvestor
TECHM,Information Technology,2018,3554.0,-3319.0,-269.0,2397.0,Self-Funded Reinvestor
TECHM,Information Technology,2019,4432.0,-2104.0,-2251.0,1996.0,Deleverager
TECHM,Information Technology,2020,4358.0,1081.0,-4466.0,3670.0,Cash Distributor
TECHM,Information Technology,2021,8094.0,-5433.0,-2987.0,2901.0,Deleverager
TECHM,Information Technology,2022,5285.0,480.0,-4667.0,2618.0,Deleverager
TECHM,Information Technology,2023,5572.0,-226.0,-5078.0,2740.0,Self-Funded Reinvestor
TECHM,Information Technology,2024,6376.0,-1318.0,-4767.0,2035.0,Deleverager
TITAN,Consumer Discretionary,2013,553.0,-142.0,-236.0,0.0,Self-Funded Reinvestor
TITAN,Consumer Discretionary,2014,-555.0,-271.0,497.0,807.0,Distress Signal
TITAN,Consumer Discretionary,2015,503.0,-118.0,-1005.0,100.0,Deleverager
TITAN,Consumer Discretionary,2016,576.0,-159.0,-505.0,113.0,Self-Funded Reinvestor
TITAN,Consumer Discretionary,2017,1712.0,-953.0,-166.0,1882.0,Self-Funded Reinvestor
TITAN,Consumer Discretionary,2018,-51.0,98.0,-252.0,1691.0,Cash Burn
TITAN,Consumer Discretionary,2019,1243.0,-797.0,-489.0,2393.0,Self-Funded Reinvestor
TITAN,Consumer Discretionary,2020,-348.0,235.0,-242.0,3562.0,Cash Burn
TITAN,Consumer Discretionary,2021,4139.0,-2799.0,-1234.0,5638.0,Self-Funded Reinvestor
TITAN,Consumer Discretionary,2022,-724.0,1165.0,-403.0,7275.0,Cash Burn
TITAN,Consumer Discretionary,2023,1370.0,-1814.0,457.0,9367.0,Externally Funded Expansion
TITAN,Consumer Discretionary,2024,1695.0,-189.0,-1329.0,21648.0,Self-Funded Reinvestor
TORNTPHARM,Healthcare,2013,153.0,-247.0,20.0,693.0,Externally Funded Expansion
TORNTPHARM,Healthcare,2014,599.0,-418.0,86.0,1132.0,Externally Funded Expansion
TORNTPHARM,Healthcare,2015,810.0,-2113.0,1212.0,2740.0,Externally Funded Expansion
TORNTPHARM,Healthcare,2016,2742.0,-869.0,-1435.0,2352.0,Deleverager
TORNTPHARM,Healthcare,2017,1009.0,-798.0,-193.0,2510.0,Self-Funded Reinvestor
TORNTPHARM,Healthcare,2018,894.0,-4677.0,3417.0,6462.0,Externally Funded Expansion
TORNTPHARM,Healthcare,2019,1798.0,-246.0,-1314.0,6038.0,Deleverager
TORNTPHARM,Healthcare,2020,1393.0,229.0,-1549.0,5784.0,Deleverager
TORNTPHARM,Healthcare,2021,2005.0,-444.0,-1651.0,4874.0,Deleverager
TORNTPHARM,Healthcare,2022,1803.0,-196.0,-1781.0,4070.0,Deleverager
TORNTPHARM,Healthcare,2023,2368.0,-2335.0,77.0,5369.0,Externally Funded Expansion
TORNTPHARM,Healthcare,2024,3266.0,-160.0,-2780.0,3128.0,Deleverager
TRENT,Consumer Discretionary,2013,31.0,-276.0,147.0,343.0,Externally Funded Expansion
TRENT,Consumer Discretionary,2014,-46.0,-48.0,-50.0,332.0,Cash Burn
TRENT,Consumer Discretionary,2015,-10.0,-306.0,310.0,267.0,Distress Signal
TRENT,Consumer Discretionary,2016,109.0,-98.0,-13.0,400.0,Self-Funded Reinvestor
TRENT,Consumer Discretionary,2017,102.0,-44.0,-51.0,392.0,Deleverager
TRENT,Consumer Discretionary,2018,77.0,-4.0,-74.0,391.0,Deleverager
TRENT,Consumer Discretionary,2019,21.0,-37.0,37.0,494.0,Externally Funded Expansion
TRENT,Consumer Discretionary,2020,361.0,-809.0,452.0,300.0,Externally Funded Expansion
TRENT,Consumer Discretionary,2021,285.0,18.0,-283.0,300.0,Cash Distributor
TRENT,Consumer Discretionary,2022,58.0,56.0,-108.0,4725.0,Cash Distributor
TRENT,Consumer Discretionary,2023,595.0,-103.0,-491.0,4464.0,Deleverager
TRENT,Consumer Discretionary,2024,1349.0,-508.0,-629.0,1842.0,Deleverager
TVSMOTOR,Consumer Discretionary,2013,464.0,-120.0,-402.0,1068.0,Self-Funded Reinvestor
TVSMOTOR,Consumer Discretionary,2014,470.0,-235.0,-216.0,728.0,Deleverager
TVSMOTOR,Consumer Discretionary,2015,83.0,-415.0,261.0,1119.0,Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2016,936.0,-605.0,-319.0,1091.0,Deleverager
TVSMOTOR,Consumer Discretionary,2017,689.0,-709.0,-59.0,1311.0,Self-Funded Reinvestor
TVSMOTOR,Consumer Discretionary,2018,354.0,-1095.0,897.0,6928.0,Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2019,-918.0,-1104.0,2210.0,9298.0,Distress Signal
TVSMOTOR,Consumer Discretionary,2020,373.0,-1090.0,1619.0,11591.0,Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2021,1151.0,-882.0,264.0,12179.0,Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2022,-1575.0,-1471.0,2918.0,15827.0,Distress Signal
TVSMOTOR,Consumer Discretionary,2023,-4405.0,-1308.0,6118.0,22376.0,Distress Signal
TVSMOTOR,Consumer Discretionary,2024,-1253.0,-1001.0,2759.0,14619.0,Distress Signal
